ID,VendorID,Vendor,AccountCode,AccountDescription,DocNo,Amount,Date,Source
14206,10018259,GRAHAM ROBB ASSOCIATES,502020,CONSULTANTS (CONTRACTORS),5107399706,2000.00,2011-08-23,146-2011-12-P6-500
14207,10018146,EC HARRIS LLP,510700,OFFICE CLEANING,5107381003,9148.50,2011-08-23,73-2011-12-P6-500
14208,14000545,MATCHTECH GROUP PLC,502000,AGENCY STAFF,5107396181,782.12,2011-08-23,224-2011-12-P6-500
14209,10016944,IMPACT DISTRIBUTION SERVICES LTD,540600,MARKETING & ECONOMIC RESEARCH,5107406578,6937.50,2011-08-23,87-2011-12-P6-500
14210,10006059,L B OF HARINGEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107398116,6242.00,2011-08-23,91-2011-12-P6-500
14211,14000545,MATCHTECH GROUP PLC,502000,AGENCY STAFF,5107396213,884.13,2011-08-23,215-2011-12-P6-500
14212,10010198,LEE VALLEY REGIONAL PARK AUTHORITY,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5107393775,532.68,2011-08-23,261-2011-12-P6-500
14213,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107393157,1027.25,2011-08-23,199-2011-12-P6-500
14214,10000057,THE STATIONERY OFFICE LTD,533000,PRINTING,5107396012,586.63,2011-08-23,258-2011-12-P6-500
14215,10017300,RSVP DESIGNS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107407376,12500.00,2011-08-23,58-2011-12-P6-500
14216,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107395156,767.25,2011-08-23,226-2011-12-P6-500
14217,14000545,MATCHTECH GROUP PLC,502000,AGENCY STAFF,5107396216,850.13,2011-08-23,218-2011-12-P6-500
14218,10016944,IMPACT DISTRIBUTION SERVICES LTD,540600,MARKETING & ECONOMIC RESEARCH,5107405923,593.75,2011-08-23,256-2011-12-P6-500
14219,10017232,NORLAND MANAGED SERVICES LIMITED,510000,BUILDING MAINTENANCE & REPAIRS,5107393008,4481.17,2011-08-23,109-2011-12-P6-500
14220,14001122,PERTEMPS RECRUITMENT PARTNERSHIP,502000,AGENCY STAFF,5107400314,745.13,2011-08-23,234-2011-12-P6-500
14221,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107393155,876.30,2011-08-23,217-2011-12-P6-500
14222,10004788,TRADE WINDS,540510,PUBLICATIONS & PUBLICITY MATERIAL,5107400451,1103.00,2011-08-23,193-2011-12-P6-500
14223,10016944,IMPACT DISTRIBUTION SERVICES LTD,540600,MARKETING & ECONOMIC RESEARCH,5107407066,1020.00,2011-08-23,203-2011-12-P6-500
14224,14001111,STERIA,502000,AGENCY STAFF,5107398170,1498.00,2011-08-23,163-2011-12-P6-500
14225,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107395157,754.43,2011-08-23,229-2011-12-P6-500
14226,10020808,MET BPA,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107409692,190000.00,2011-08-23,11-2011-12-P6-500
14227,10017038,PADDINGTON DEVELOPMENT TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107407704,171000.00,2011-08-23,12-2011-12-P6-500
14228,10017246,OCS SUPPORT,510700,OFFICE CLEANING,5107390441,8259.38,2011-08-23,79-2011-12-P6-500
14229,10020781,ARC SEVEN COMMUNICATIONS,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107406580,999.38,2011-08-24,205-2011-12-P6-500
14230,10009732,OCS GROUP UK LIMITED T/A CANNON,531010,CATERERS SERVICE CHARGES,5107404673,549.50,2011-08-24,260-2011-12-P6-500
14231,10000194,CITY SPRINT (UK) LTD,535400,COURIERS,1900012943,626.50,2011-08-24,246-2011-12-P6-500
14232,10017690,MEDIAEDGE:CIA UK LTD,540200,MARKETING DESIGN & ARTWORK,5107409364,12149.55,2011-08-24,61-2011-12-P6-500
14233,10007104,LONDON BOROUGH OF ENFIELD,540000,ADVERTISING,5107401489,8000.00,2011-08-24,82-2011-12-P6-500
14234,13002088,MITIE T.F. MANAGEMENT LTD (GLA),510000,BUILDING MAINTENANCE & REPAIRS,5107319772,6863.61,2011-08-24,88-2011-12-P6-500
14235,10009732,OCS GROUP UK LIMITED T/A CANNON,531010,CATERERS SERVICE CHARGES,5107404673,526.70,2011-08-24,264-2011-12-P6-500
14236,10017690,MEDIAEDGE:CIA UK LTD,540200,MARKETING DESIGN & ARTWORK,5107409366,1287.50,2011-08-24,182-2011-12-P6-500
14237,10019906,NATIONAL FARMERS UNION,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107397316,18000.00,2011-08-24,53-2011-12-P6-500
14238,13000367,VEOLIA ES (UK) PLC,510010,PROPERTY MANAGEMENT FEES,5107397744,3966.00,2011-08-24,115-2011-12-P6-500
14239,10017690,MEDIAEDGE:CIA UK LTD,540200,MARKETING DESIGN & ARTWORK,5107409368,64255.10,2011-08-24,23-2011-12-P6-500
14240,12000463,LYNX SECURITY SERVICES,533000,PRINTING,5107405700,612.50,2011-08-25,249-2011-12-P6-500
14241,10007586,GLOBAL CROSSING,535000,"TELEPHONE LINE RENT, CALLS & EQUIPMENT",1900012969,2642.95,2011-08-25,134-2011-12-P6-500
14242,10009443,BT GLOBAL SERVICES,535000,"TELEPHONE LINE RENT, CALLS & EQUIPMENT",1900013030,8901.29,2011-08-25,74-2011-12-P6-500
14243,10000112,GFK NOP LTD,540600,MARKETING & ECONOMIC RESEARCH,5107397363,13100.00,2011-08-25,57-2011-12-P6-500
14244,10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107410264,66692.91,2011-08-25,21-2011-12-P6-500
14245,10020888,POD EXHIBITION SYSTEMS,540200,MARKETING DESIGN & ARTWORK,5107410350,684.95,2011-08-25,241-2011-12-P6-500
14246,10000428,THE PRESS ASSOCIATION LTD,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107398114,697.29,2011-08-25,240-2011-12-P6-500
14247,10009732,OCS GROUP UK LIMITED T/A CANNON,510700,OFFICE CLEANING,5107402918,28839.28,2011-08-25,39-2011-12-P6-500
14248,10005922,SPOCE PROJECT MANAGEMENT LIMITED,504200,STAFF TRAINING,5107405009,995.00,2011-08-25,207-2011-12-P6-500
14249,10020280,HATC LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107397371,8000.00,2011-08-29,81-2011-12-P6-500
14250,10017332,BRITISH SOCIETY FOR POPULATION STUD,504200,STAFF TRAINING,5107397801,1140.00,2011-08-29,190-2011-12-P6-500
14251,12000241,INNOVATIVE OUTPUT SOLUTIONS (LONDON,540510,PUBLICATIONS & PUBLICITY MATERIAL,5107397800,894.00,2011-08-29,214-2011-12-P6-500
14252,15050001,TIME FM 107.5 LTD,542500,MISCELLANEOUS COSTS,1900013018,500.00,2011-08-29,269-2011-12-P6-500
14253,10018466,READING ROOM,536510,SOFTWARE MAINTENANCE,5107377432,6800.00,2011-08-29,89-2011-12-P6-500
14254,10020863,NATIONAL LITERACY TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107407389,39446.50,2011-08-29,31-2011-12-P6-500
14255,10020863,NATIONAL LITERACY TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107407390,22313.17,2011-08-29,45-2011-12-P6-500
14256,10013208,VICTORIA BUSINESS IMPROVEMENT DISTR,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107409281,2500.00,2011-08-29,137-2011-12-P6-500
14257,14000534,BADENOCH & CLARK LTD,502000,AGENCY STAFF,5107412195,-1061.75,2011-08-30,277-2011-12-P6-500
14258,14000534,BADENOCH & CLARK LTD,502000,AGENCY STAFF,5107412175,-938.00,2011-08-30,275-2011-12-P6-500
14259,10017704,AGE UK LONDON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107400952,33489.00,2011-08-30,34-2011-12-P6-500
14260,14000534,BADENOCH & CLARK LTD,502000,AGENCY STAFF,5107412173,790.24,2011-08-30,223-2011-12-P6-500
14261,15050001,ASCO NETBALL CLUB - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013048,1500.00,2011-08-30,161-2011-12-P6-500
14262,14000534,BADENOCH & CLARK LTD,502000,AGENCY STAFF,5107412175,1235.00,2011-08-30,186-2011-12-P6-500
14263,14000534,BADENOCH & CLARK LTD,502000,AGENCY STAFF,5107412195,1235.00,2011-08-30,187-2011-12-P6-500
14264,14000534,BADENOCH & CLARK LTD,502000,AGENCY STAFF,5107412193,633.00,2011-08-30,245-2011-12-P6-500
14265,14000293,DELOITTE MCS LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107399858,72788.00,2011-08-30,19-2011-12-P6-500
14266,10020648,CONSOL PARTNERS LTD,502000,AGENCY STAFF,5107410225,1525.00,2011-08-30,156-2011-12-P6-500
14267,15050001,BEAVER LODGE FOOTBALL DEVELOPMENT G - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013049,1500.00,2011-08-30,162-2011-12-P6-500
14268,10020648,CONSOL PARTNERS LTD,502000,AGENCY STAFF,5107410401,1525.00,2011-08-30,157-2011-12-P6-500
14269,10011198,CAPITA SYMONDS LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107391840,18727.74,2011-08-30,51-2011-12-P6-500
14270,10016706,BUILDING RESEARCH EST. LTD (BRE),542000,MANAGEMENT & SUPPORT CONSULTANCY,5107397747,8588.00,2011-08-30,75-2011-12-P6-500
14271,10017470,COMPUTACENTER,536300,COMPUTER HARDWARE,5107400954,7541.83,2011-08-30,84-2011-12-P6-500
14272,11000019,BRITISH GAS BUSINESS,510100,ELECTRICITY,1900012967,971.30,2011-08-30,209-2011-12-P6-500
14273,15050001,CHELSEA PEDLARS - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013045,1400.00,2011-08-30,172-2011-12-P6-500
14274,15050001,CENTREPOINT SOHO - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013047,1490.00,2011-08-30,164-2011-12-P6-500
14275,15050001,BESBOROUGH CRICKET CLUB - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013050,750.00,2011-08-30,231-2011-12-P6-500
14276,15500012,LONDON BOROUGH OF ISLINGTON,504500,STAFF WELFARE BENEFITS,5107320226,504.00,2011-08-30,268-2011-12-P6-500
14277,10006581,WANDSWORTH BOROUGH COUNCIL,540600,MARKETING & ECONOMIC RESEARCH,5107406144,820.00,2011-08-30,220-2011-12-P6-500
14278,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107398153,613.80,2011-08-30,248-2011-12-P6-500
14279,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412796,-3065.26,2011-08-30,278-2011-12-P6-500
14280,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412793,740.68,2011-08-30,235-2011-12-P6-500
14281,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107398120,1027.25,2011-08-30,200-2011-12-P6-500
14282,10018379,JACOBS ENGINEERING UK LTD.,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107390462,3377.00,2011-08-30,121-2011-12-P6-500
14283,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412795,997.06,2011-08-30,206-2011-12-P6-500
14284,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412796,4090.81,2011-08-30,112-2011-12-P6-500
14285,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412763,-5337.61,2011-08-30,282-2011-12-P6-500
14286,15050001,SOUTHGATE COLLEGE - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013051,1300.00,2011-08-30,180-2011-12-P6-500
14287,15050001,LARKHALL PRIMARY SCHOOL AND CHILDRE - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013046,1500.00,2011-08-30,160-2011-12-P6-500
14288,10018379,JACOBS ENGINEERING UK LTD.,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107390462,5321.27,2011-08-30,97-2011-12-P6-500
14289,14001111,STERIA,502000,AGENCY STAFF,5107405299,749.00,2011-08-30,232-2011-12-P6-500
14290,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412797,928.69,2011-08-30,212-2011-12-P6-500
14291,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412763,5941.55,2011-08-30,94-2011-12-P6-500
14292,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107398121,781.05,2011-08-30,225-2011-12-P6-500
14293,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412794,706.49,2011-08-30,239-2011-12-P6-500
14294,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412792,900.21,2011-08-30,213-2011-12-P6-500
14295,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412764,752.07,2011-08-30,230-2011-12-P6-500
14296,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412802,991.37,2011-08-30,208-2011-12-P6-500
14297,13000121,THAMES WATER UTILITIES LIMITED,510300,WATER,1900012948,2471.86,2011-08-30,138-2011-12-P6-500
14298,10019706,BRITISH TRIATHLON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107413204,50000.00,2011-08-31,25-2011-12-P6-500
14299,10018341,AMRUT UK LIMITED,540510,PUBLICATIONS & PUBLICITY MATERIAL,5107412244,650.00,2011-08-31,242-2011-12-P6-500
14300,10018532,CRISTIE DATA LIMITED,536000,MANAGE IT SERVICES,5107384142,223710.71,2011-08-31,10-2011-12-P6-500
14301,10009732,OCS GROUP UK LIMITED T/A CANNON,531010,CATERERS SERVICE CHARGES,5107404823,738.45,2011-08-31,236-2011-12-P6-500
14302,10009732,OCS GROUP UK LIMITED T/A CANNON,531010,CATERERS SERVICE CHARGES,5107404823,1909.34,2011-08-31,151-2011-12-P6-500
14303,10018532,CRISTIE DATA LIMITED,536000,MANAGE IT SERVICES,5107409656,-36995.00,2011-08-31,286-2011-12-P6-500
14304,15050001,HARINGEY JOGGING CLUB - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013006,1500.00,2011-09-01,159-2011-12-P6-500
14305,10020744,DESIGNED BY GOOD PEOPLE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107413322,6100.00,2011-09-01,92-2011-12-P6-500
14306,10016694,BOW TIE,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5107413474,3199.00,2011-09-01,122-2011-12-P6-500
14307,15050001,BRENTFORD FC COMMUNITY SPORTS TRUST - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013010,1440.00,2011-09-01,168-2011-12-P6-500
14308,15050001,BARNET MENCAP - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013008,1378.00,2011-09-01,176-2011-12-P6-500
14309,15050001,TOTTENHAM HOTSPUR FOUNDATION - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900012846,1500.00,2011-09-01,158-2011-12-P6-500
14310,15050001,SAGE EDUCATIONAL TRUST - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013009,1300.00,2011-09-01,179-2011-12-P6-500
14311,15050001,ST JOSEPHS COLLEGE - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900013007,1250.00,2011-09-01,183-2011-12-P6-500
14312,15050001,TOTTENHAM HOTSPUR FOUNDATION - FREESPORT GRANT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900012845,1350.00,2011-09-01,177-2011-12-P6-500
14313,10017246,OCS SUPPORT,510700,OFFICE CLEANING,5107395285,34607.14,2011-09-01,33-2011-12-P6-500
14314,10017246,OCS SUPPORT,510700,OFFICE CLEANING,5107395285,-5767.86,2011-09-01,283-2011-12-P6-500
14315,10000445,EMPLOYERS FORUM ON DISABILITY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107413848,2000.00,2011-09-01,147-2011-12-P6-500
14316,10014764,VOLTERRA PARTNERS LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107413930,-4975.00,2011-09-01,281-2011-12-P6-500
14317,10014764,VOLTERRA PARTNERS LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107413931,4975.00,2011-09-01,103-2011-12-P6-500
14318,10014764,VOLTERRA PARTNERS LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107413930,9950.00,2011-09-01,70-2011-12-P6-500
14319,10020632,ST MUNGOS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107404905,471250.00,2011-09-04,7-2011-12-P6-500
14320,10000319,KANTAR MEDIA INTELLIGENCE LIMITED,543000,CORPORATE SUBSCRIPTIONS,5107414167,638.00,2011-09-04,244-2011-12-P6-500
14321,10017203,MISCO,536300,COMPUTER HARDWARE,5107409277,1397.94,2011-09-04,173-2011-12-P6-500
14322,10017736,WYG MANAGEMENT SERVICES,510630,HEALTH & SAFETY PEST CONTROL,5107401486,4103.00,2011-09-04,111-2011-12-P6-500
14323,10020632,ST MUNGOS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107404906,93750.00,2011-09-04,18-2011-12-P6-500
14324,10012603,THE BIG WORD,540110,MARKETING EXHIBITIONS & EVENTS,5107414300,820.00,2011-09-04,221-2011-12-P6-500
14325,12001472,INNOVISION EVENTS LTD,540110,MARKETING EXHIBITIONS & EVENTS,5107413386,28000.00,2011-09-04,40-2011-12-P6-500
14326,12001472,INNOVISION EVENTS LTD,540110,MARKETING EXHIBITIONS & EVENTS,5107406128,29869.00,2011-09-05,37-2011-12-P6-500
14327,10016768,CMP COMMUNICATIONS LTD,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107414612,3000.00,2011-09-05,128-2011-12-P6-500
14328,10016768,CMP COMMUNICATIONS LTD,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107414613,3000.00,2011-09-05,129-2011-12-P6-500
14329,10017256,OPEN IQ,502020,CONSULTANTS (CONTRACTORS),5107416361,3090.00,2011-09-05,124-2011-12-P6-500
14330,10016768,CMP COMMUNICATIONS LTD,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107414601,3000.00,2011-09-05,127-2011-12-P6-500
14331,10011713,WORKPLACE LAW GROUP LTD,504200,STAFF TRAINING,5107414268,1619.10,2011-09-05,155-2011-12-P6-500
14332,10016793,DARTINGTON,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107360013,12337.50,2011-09-05,59-2011-12-P6-500
14333,10002918,COMMON PURPOSE UK,504200,STAFF TRAINING,5107413234,6000.00,2011-09-06,93-2011-12-P6-500
14334,10000504,BANNER BUSINESS SERVICES LTD,533010,STATIONERY,5107416949,524.60,2011-09-06,266-2011-12-P6-500
14335,10016637,AGRIPA SOLUTIONS LTD,540000,ADVERTISING,5107405008,6770.00,2011-09-06,90-2011-12-P6-500
14336,10016768,CMP COMMUNICATIONS LTD,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107413507,3000.00,2011-09-06,126-2011-12-P6-500
14337,10016637,AGRIPA SOLUTIONS LTD,540000,ADVERTISING,5107412693,7225.00,2011-09-06,85-2011-12-P6-500
14338,10013136,"DEPARTMENT FOR CULTURE, MEDIA & SPO",533000,PRINTING,5107405277,2029.06,2011-09-06,145-2011-12-P6-500
14339,10017495,GREENWICH & DOCKLANDS FESTIVALS,540110,MARKETING EXHIBITIONS & EVENTS,5107416440,14000.00,2011-09-06,56-2011-12-P6-500
14340,14000368,EURO RSCG RILEY LIMITED,504000,RECRUITMENT ADVERTISING,5107407372,600.60,2011-09-06,251-2011-12-P6-500
14341,14000368,EURO RSCG RILEY LIMITED,504000,RECRUITMENT ADVERTISING,5107407375,600.60,2011-09-06,254-2011-12-P6-500
14342,10016897,GRADIAN,536510,SOFTWARE MAINTENANCE,5107401939,21224.00,2011-09-06,46-2011-12-P6-500
14343,10020381,FREEMAN OLIVER,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107416564,2400.00,2011-09-06,140-2011-12-P6-500
14344,10010627,HEATHROW EXPRESS,540110,MARKETING EXHIBITIONS & EVENTS,5107383106,-3693.00,2011-09-06,279-2011-12-P6-500
14345,10010627,HEATHROW EXPRESS,540110,MARKETING EXHIBITIONS & EVENTS,5107383106,25158.00,2011-09-06,41-2011-12-P6-500
14346,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107402259,767.25,2011-09-06,227-2011-12-P6-500
14347,14000521,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107412800,1122.41,2011-09-06,191-2011-12-P6-500
14348,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107402257,1027.25,2011-09-06,201-2011-12-P6-500
14349,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107402292,844.55,2011-09-06,219-2011-12-P6-500
14350,14000368,EURO RSCG RILEY LIMITED,504000,RECRUITMENT ADVERTISING,5107407374,600.60,2011-09-06,253-2011-12-P6-500
14351,10017866,JACK MORTON WORLDWIDE,540110,MARKETING EXHIBITIONS & EVENTS,5107407110,47891.04,2011-09-06,26-2011-12-P6-500
14352,15500017,LONDON DEVELOPMENT AGENCY,502010,SECONDED STAFF - NON GROUP,5107405881,16262.43,2011-09-06,54-2011-12-P6-500
14353,10002539,NCC SERVICES LTD,536510,SOFTWARE MAINTENANCE,5107338479,795.00,2011-09-06,222-2011-12-P6-500
14354,10019213,NSA ACADEMY FOR SPORT AND LEISURE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107416763,58407.00,2011-09-06,24-2011-12-P6-500
14355,10018266,WCL,502020,CONSULTANTS (CONTRACTORS),5107413242,5286.00,2011-09-06,98-2011-12-P6-500
14356,10020654,S&J CONSULTING LIMITED,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107416948,9450.00,2011-09-06,71-2011-12-P6-500
14357,10020817,SPEDIAN LTD,540000,ADVERTISING,5107413799,8000.00,2011-09-06,83-2011-12-P6-500
14358,10019213,NSA ACADEMY FOR SPORT AND LEISURE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107416764,9198.00,2011-09-06,72-2011-12-P6-500
14359,10009732,OCS GROUP UK LIMITED T/A CANNON,510700,OFFICE CLEANING,5107405620,615.91,2011-09-06,247-2011-12-P6-500
14360,10017269,PUREPRINT,533010,STATIONERY,5107409339,1047.00,2011-09-06,198-2011-12-P6-500
14361,10017172,WILLIS,540010,STATUTORY ADVERTISING & NOTIFICATIONS,5107416944,1389.01,2011-09-06,175-2011-12-P6-500
14362,10020305,LIFT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107413356,3602.00,2011-09-06,117-2011-12-P6-500
14363,15500017,LONDON DEVELOPMENT AGENCY,502010,SECONDED STAFF - NON GROUP,5107405880,24587.07,2011-09-06,42-2011-12-P6-500
14364,10009732,OCS GROUP UK LIMITED T/A CANNON,510700,OFFICE CLEANING,5107405619,724.60,2011-09-06,237-2011-12-P6-500
14365,10020305,LIFT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107413356,10000.00,2011-09-06,69-2011-12-P6-500
14366,10017866,JACK MORTON WORLDWIDE,540110,MARKETING EXHIBITIONS & EVENTS,5107405926,166679.84,2011-09-06,13-2011-12-P6-500
14367,10009732,OCS GROUP UK LIMITED T/A CANNON,510010,PROPERTY MANAGEMENT FEES,5107405621,2278.23,2011-09-06,141-2011-12-P6-500
14368,10009732,OCS GROUP UK LIMITED T/A CANNON,510010,PROPERTY MANAGEMENT FEES,5107405922,2581.18,2011-09-06,136-2011-12-P6-500
14369,10009998,INSTITUTE OF EDUCATION,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107401749,10000.00,2011-09-06,68-2011-12-P6-500
14370,10017161,V & A,537100,EXTERNAL MEETING ROOM HIRE & EXPENSES,5107404222,1846.44,2011-09-06,152-2011-12-P6-500
14371,14000368,EURO RSCG RILEY LIMITED,504000,RECRUITMENT ADVERTISING,5107407373,600.60,2011-09-06,252-2011-12-P6-500
14372,10016637,AGRIPA SOLUTIONS LTD,540000,ADVERTISING,5107416435,3697.50,2011-09-07,116-2011-12-P6-500
14373,14001111,STERIA,502000,AGENCY STAFF,5107417365,1323.00,2011-09-07,178-2011-12-P6-500
14374,14001063,CUK SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5107400621,-677.78,2011-09-07,272-2011-12-P6-500
14375,14001111,STERIA,502000,AGENCY STAFF,5107417370,2675.00,2011-09-07,133-2011-12-P6-500
14376,14001111,STERIA,502000,AGENCY STAFF,5107417366,1070.00,2011-09-07,195-2011-12-P6-500
14377,14001063,CUK SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5107400621,4066.69,2011-09-07,113-2011-12-P6-500
14378,10008050,PANLOGIC LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107417004,-1057.00,2011-09-07,276-2011-12-P6-500
14379,14001111,STERIA,502000,AGENCY STAFF,5107417369,1470.00,2011-09-07,167-2011-12-P6-500
14380,14001111,STERIA,502000,AGENCY STAFF,5107417368,1470.00,2011-09-07,166-2011-12-P6-500
14381,10008050,PANLOGIC LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107417004,10623.53,2011-09-07,64-2011-12-P6-500
14382,14001063,CUK SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5107417437,32140.52,2011-09-07,35-2011-12-P6-500
14383,10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5107406561,-793.73,2011-09-08,274-2011-12-P6-500
14384,10020853,BBP REGENERATION LTS,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107417937,19997.78,2011-09-08,49-2011-12-P6-500
14385,14001063,CUK SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5107417060,3440.79,2011-09-08,119-2011-12-P6-500
14386,14001063,CUK SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5107417505,3440.79,2011-09-08,120-2011-12-P6-500
14387,10007464,CROWN WORLDWIDE LTD,533040,DOCUMENT ARCHIVE & STORAGE,5107414594,878.21,2011-09-08,216-2011-12-P6-500
14388,13002088,MITIE T.F. MANAGEMENT LTD (GLA),510100,ELECTRICITY,5107364187,3117.40,2011-09-08,123-2011-12-P6-500
14389,10016835,ENTERPRISE PLANTS LTD,530000,FURNITURE & EQUIPMENT,5107416439,564.63,2011-09-08,259-2011-12-P6-500
14390,10008050,PANLOGIC LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5107417005,1057.00,2011-09-08,196-2011-12-P6-500
14391,10010857,PETER HONEY PUBLICATIONS LIMITED,504200,STAFF TRAINING,5107404289,600.00,2011-09-08,255-2011-12-P6-500
14392,10020077,SALMON YOUTH CENTRE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5107409913,21000.00,2011-09-08,47-2011-12-P6-500
14393,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107417433,528.23,2011-09-08,263-2011-12-P6-500
14394,10000785,HUNTRESS SEARCH LTD,502000,AGENCY STAFF,5107417432,524.78,2011-09-08,265-2011-12-P6-500
14395,10017158,VAN VYNCK ENVIRONMENTAL SERVICES,510630,HEALTH & SAFETY PEST CONTROL,5107417485,4185.00,2011-09-08,110-2011-12-P6-500
14396,11000026,ROYAL MAIL,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107320473,1300.00,2011-09-11,181-2011-12-P6-500
14397,10017690,MEDIAEDGE:CIA UK LTD,540700,PUBLIC AFFAIRS & MEDIA RELATIONS,5107417441,4490.13,2011-09-11,108-2011-12-P6-500
